N,w_ent
5.5040000000e+00,-9.9156402674e-01
5.5080000000e+00,-9.9156470159e-01
5.5120000000e+00,-9.9156537639e-01
5.5160000000e+00,-9.9156605113e-01
5.5200000000e+00,-9.9156672582e-01
5.5240000000e+00,-9.9156740045e-01
5.5280000000e+00,-9.9156807503e-01
5.5320000000e+00,-9.9156874956e-01
5.5360000000e+00,-9.9156942403e-01
5.5400000000e+00,-9.9157009845e-01
5.5440000000e+00,-9.9157077282e-01
5.5480000000e+00,-9.9157144713e-01
5.5520000000e+00,-9.9157212139e-01
5.5560000000e+00,-9.9157279559e-01
5.5600000000e+00,-9.9157346974e-01
5.5640000000e+00,-9.9157414384e-01
5.5680000000e+00,-9.9157481788e-01
5.5720000000e+00,-9.9157549186e-01
5.5760000000e+00,-9.9157616580e-01
5.5800000000e+00,-9.9157683968e-01
5.5840000000e+00,-9.9157751350e-01
5.5880000000e+00,-9.9157818728e-01
5.5920000000e+00,-9.9157886099e-01
5.5960000000e+00,-9.9157953466e-01
5.6000000000e+00,-9.9158020827e-01
5.6040000000e+00,-9.9158088182e-01
5.6080000000e+00,-9.9158155533e-01
5.6120000000e+00,-9.9158222878e-01
5.6160000000e+00,-9.9158290217e-01
5.6200000000e+00,-9.9158357551e-01
5.6240000000e+00,-9.9158424880e-01
5.6280000000e+00,-9.9158492203e-01
5.6320000000e+00,-9.9158559521e-01
5.6360000000e+00,-9.9158626834e-01
5.6400000000e+00,-9.9158694141e-01
5.6440000000e+00,-9.9158761443e-01
5.6480000000e+00,-9.9158828739e-01
5.6520000000e+00,-9.9158896030e-01
5.6560000000e+00,-9.9158963316e-01
5.6600000000e+00,-9.9159030596e-01
5.6640000000e+00,-9.9159097871e-01
5.6680000000e+00,-9.9159165140e-01
5.6720000000e+00,-9.9159232404e-01
5.6760000000e+00,-9.9159299663e-01
5.6800000000e+00,-9.9159366916e-01
5.6840000000e+00,-9.9159434164e-01
5.6880000000e+00,-9.9159501407e-01
5.6920000000e+00,-9.9159568644e-01
5.6960000000e+00,-9.9159635876e-01
5.7000000000e+00,-9.9159703102e-01
5.7040000000e+00,-9.9159770323e-01
5.7080000000e+00,-9.9159837539e-01
5.7120000000e+00,-9.9159904749e-01
5.7160000000e+00,-9.9159971954e-01
5.7200000000e+00,-9.9160039154e-01
5.7240000000e+00,-9.9160106348e-01
5.7280000000e+00,-9.9160173537e-01
5.7320000000e+00,-9.9160240720e-01
5.7360000000e+00,-9.9160307898e-01
5.7400000000e+00,-9.9160375071e-01
5.7440000000e+00,-9.9160442238e-01
5.7480000000e+00,-9.9160509400e-01
5.7520000000e+00,-9.9160576557e-01
5.7560000000e+00,-9.9160643708e-01
5.7600000000e+00,-9.9160710854e-01
5.7640000000e+00,-9.9160777994e-01
5.7680000000e+00,-9.9160845129e-01
5.7720000000e+00,-9.9160912259e-01
5.7760000000e+00,-9.9160979383e-01
5.7800000000e+00,-9.9161046502e-01
5.7840000000e+00,-9.9161113616e-01
5.7880000000e+00,-9.9161180724e-01
5.7920000000e+00,-9.9161247827e-01
5.7960000000e+00,-9.9161314925e-01
5.8000000000e+00,-9.9161382017e-01
5.8040000000e+00,-9.9161449103e-01
5.8080000000e+00,-9.9161516185e-01
5.8120000000e+00,-9.9161583261e-01
5.8160000000e+00,-9.9161650331e-01
5.8200000000e+00,-9.9161717397e-01
5.8240000000e+00,-9.9161784457e-01
5.8280000000e+00,-9.9161851511e-01
5.8320000000e+00,-9.9161918560e-01
5.8360000000e+00,-9.9161985604e-01
5.8400000000e+00,-9.9162052643e-01
5.8440000000e+00,-9.9162119676e-01
5.8480000000e+00,-9.9162186704e-01
5.8520000000e+00,-9.9162253726e-01
5.8560000000e+00,-9.9162320743e-01
5.8600000000e+00,-9.9162387755e-01
5.8640000000e+00,-9.9162454761e-01
5.8680000000e+00,-9.9162521762e-01
5.8720000000e+00,-9.9162588757e-01
5.8760000000e+00,-9.9162655748e-01
5.8800000000e+00,-9.9162722733e-01
5.8840000000e+00,-9.9162789712e-01
5.8880000000e+00,-9.9162856686e-01
5.8920000000e+00,-9.9162923655e-01
5.8960000000e+00,-9.9162990618e-01
5.9000000000e+00,-9.9163057577e-01
5.9040000000e+00,-9.9163124529e-01
5.9080000000e+00,-9.9163191477e-01
5.9120000000e+00,-9.9163258419e-01
5.9160000000e+00,-9.9163325355e-01
5.9200000000e+00,-9.9163392287e-01
5.9240000000e+00,-9.9163459212e-01
5.9280000000e+00,-9.9163526133e-01
5.9320000000e+00,-9.9163593048e-01
5.9360000000e+00,-9.9163659958e-01
5.9400000000e+00,-9.9163726863e-01
5.9440000000e+00,-9.9163793762e-01
5.9480000000e+00,-9.9163860656e-01
5.9520000000e+00,-9.9163927544e-01
5.9560000000e+00,-9.9163994427e-01
5.9600000000e+00,-9.9164061305e-01
5.9640000000e+00,-9.9164128177e-01
5.9680000000e+00,-9.9164195045e-01
5.9720000000e+00,-9.9164261906e-01
5.9760000000e+00,-9.9164328763e-01
5.9800000000e+00,-9.9164395614e-01
5.9840000000e+00,-9.9164462459e-01
5.9880000000e+00,-9.9164529300e-01
5.9920000000e+00,-9.9164596135e-01
5.9960000000e+00,-9.9164662964e-01
6.0000000000e+00,-9.9164729789e-01
